,Datum,Wijken en buurten,Soort misdrijf,Perioden,Geregistreerde misdrijven (aantal)
24269,2013-03-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2013 maart,4.0
24270,2013-05-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2013 mei,9.0
24271,2013-11-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2013 november,11.0
24272,2013-10-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2013 oktober,15.0
24273,2013-09-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2013 september,6.0
24274,2014-02-28,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014  februari,6.0
24275,2014-04-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 april,7.0
24276,2014-08-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 augustus,2.0
24277,2014-12-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 december,7.0
24278,2014-01-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 januari,4.0
24279,2014-07-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 juli,6.0
24280,2014-06-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 juni,4.0
24281,2014-03-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 maart,15.0
24282,2014-05-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 mei,7.0
24283,2014-11-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 november,4.0
24284,2014-10-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 oktober,11.0
24285,2014-09-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2014 september ,8.0
24286,2015-02-28,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015  februari,7.0
24287,2015-04-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 april,5.0
24288,2015-08-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 augustus,4.0
24289,2015-12-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 december,8.0
24290,2015-01-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 januari,11.0
24291,2015-07-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 juli,5.0
24292,2015-06-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 juni,6.0
24293,2015-03-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 maart,9.0
24294,2015-05-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 mei,7.0
24295,2015-11-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 november,5.0
24296,2015-10-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 oktober,13.0
24297,2015-09-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2015 september,5.0
24298,2016-02-29,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016  februari,7.0
24299,2016-04-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 april,3.0
24300,2016-08-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 augustus,19.0
24301,2016-12-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 december,15.0
24302,2016-01-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 januari,4.0
24303,2016-07-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 juli,5.0
24304,2016-06-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 juni,6.0
24305,2016-03-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 maart,3.0
24306,2016-05-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 mei,9.0
24307,2016-11-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 november,9.0
24308,2016-10-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 oktober,12.0
24309,2016-09-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2016 september,7.0
24310,2017-04-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 april,13.0
24311,2017-08-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 augustus,9.0
24312,2017-12-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 december,5.0
24313,2017-02-28,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 februari,18.0
24314,2017-01-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 januari,13.0
24315,2017-07-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 juli,13.0
24316,2017-06-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 juni,23.0
24317,2017-03-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 maart,22.0
24318,2017-05-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 mei,22.0
24319,2017-11-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 november,4.0
24320,2017-10-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 oktober,13.0
24321,2017-09-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2017 september,10.0
24322,2018-04-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 april,2.0
24323,2018-08-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 augustus,8.0
24324,2018-12-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 december,6.0
24325,2018-02-28,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 februari,7.0
24326,2018-01-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 januari ,9.0
24327,2018-07-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 juli,7.0
24328,2018-06-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 juni,10.0
24329,2018-03-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 maart,5.0
24330,2018-05-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 mei,7.0
24331,2018-11-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 november,5.0
24332,2018-10-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 oktober,7.0
24333,2018-09-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2018 september,6.0
24334,2019-04-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 april,6.0
24335,2019-08-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 augustus,5.0
24336,2019-12-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 december,4.0
24337,2019-02-28,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 februari,9.0
24338,2019-01-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 januari,1.0
24339,2019-07-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 juli,6.0
24340,2019-06-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 juni,7.0
24341,2019-03-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 maart,4.0
24342,2019-05-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 mei,6.0
24343,2019-11-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 november,8.0
24344,2019-10-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 oktober,8.0
24345,2019-09-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2019 september,9.0
24346,2020-04-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 april,3.0
24347,2020-08-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 augustus,1.0
24348,2020-12-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 december,2.0
24349,2020-02-29,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 februari,4.0
24350,2020-01-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 januari,5.0
24351,2020-07-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 juli,5.0
24352,2020-06-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 juni,4.0
24353,2020-03-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 maart,4.0
24354,2020-05-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 mei,5.0
24355,2020-11-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 november,10.0
24356,2020-10-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 oktober,7.0
24357,2020-09-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2020 september,4.0
24358,2021-04-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 april,4.0
24359,2021-08-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 augustus,5.0
24360,2021-12-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 december,3.0
24361,2021-02-28,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 februari,4.0
24362,2021-01-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 januari,3.0
24363,2021-07-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 juli,3.0
24364,2021-06-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 juni,6.0
24365,2021-03-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 maart,2.0
24366,2021-05-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 mei,1.0
24367,2021-11-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 november,11.0
24368,2021-10-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 oktober,15.0
24369,2021-09-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2021 september,3.0
24370,2022-01-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2022  januari,10.0
24371,2022-04-30,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2022 april,13.0
24372,2022-02-28,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2022 februari,9.0
24373,2022-03-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2022 maart,19.0
24374,2022-05-31,Spaanse Polder (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,2022 mei,12.0
27000,2012-04-30,Stadsdriehoek,Totaal misdrijven,2012 april,356.0
27001,2012-08-31,Stadsdriehoek,Totaal misdrijven,2012 augustus,319.0
27002,2012-12-31,Stadsdriehoek,Totaal misdrijven,2012 december,324.0
27003,2012-02-29,Stadsdriehoek,Totaal misdrijven,2012 februari,318.0
27004,2012-01-31,Stadsdriehoek,Totaal misdrijven,2012 januari,401.0
27005,2012-07-31,Stadsdriehoek,Totaal misdrijven,2012 juli,362.0
27006,2012-06-30,Stadsdriehoek,Totaal misdrijven,2012 juni,407.0
27007,2012-03-31,Stadsdriehoek,Totaal misdrijven,2012 maart,366.0
27008,2012-05-31,Stadsdriehoek,Totaal misdrijven,2012 mei,368.0
27009,2012-11-30,Stadsdriehoek,Totaal misdrijven,2012 november,399.0
27010,2012-10-31,Stadsdriehoek,Totaal misdrijven,2012 oktober,384.0
27011,2012-09-30,Stadsdriehoek,Totaal misdrijven,2012 september,389.0
27012,2013-04-30,Stadsdriehoek,Totaal misdrijven,2013 april,370.0
27013,2013-08-31,Stadsdriehoek,Totaal misdrijven,2013 augustus,354.0
27014,2013-12-31,Stadsdriehoek,Totaal misdrijven,2013 december,342.0
27015,2013-02-28,Stadsdriehoek,Totaal misdrijven,2013 februari,348.0
27016,2013-01-31,Stadsdriehoek,Totaal misdrijven,2013 januari,356.0
27017,2013-07-31,Stadsdriehoek,Totaal misdrijven,2013 juli,341.0
27018,2013-06-30,Stadsdriehoek,Totaal misdrijven,2013 juni,389.0
27019,2013-03-31,Stadsdriehoek,Totaal misdrijven,2013 maart,385.0
27020,2013-05-31,Stadsdriehoek,Totaal misdrijven,2013 mei,339.0
27021,2013-11-30,Stadsdriehoek,Totaal misdrijven,2013 november,370.0
27022,2013-10-31,Stadsdriehoek,Totaal misdrijven,2013 oktober,406.0
27023,2013-09-30,Stadsdriehoek,Totaal misdrijven,2013 september,363.0
27024,2014-02-28,Stadsdriehoek,Totaal misdrijven,2014  februari,344.0
27025,2014-04-30,Stadsdriehoek,Totaal misdrijven,2014 april,352.0
27026,2014-08-31,Stadsdriehoek,Totaal misdrijven,2014 augustus,321.0
27027,2014-12-31,Stadsdriehoek,Totaal misdrijven,2014 december,309.0
27028,2014-01-31,Stadsdriehoek,Totaal misdrijven,2014 januari,324.0
27029,2014-07-31,Stadsdriehoek,Totaal misdrijven,2014 juli,339.0
27030,2014-06-30,Stadsdriehoek,Totaal misdrijven,2014 juni,315.0
27031,2014-03-31,Stadsdriehoek,Totaal misdrijven,2014 maart,386.0
27032,2014-05-31,Stadsdriehoek,Totaal misdrijven,2014 mei,286.0
27033,2014-11-30,Stadsdriehoek,Totaal misdrijven,2014 november,378.0
27034,2014-10-31,Stadsdriehoek,Totaal misdrijven,2014 oktober,358.0
27035,2014-09-30,Stadsdriehoek,Totaal misdrijven,2014 september ,338.0
27036,2015-02-28,Stadsdriehoek,Totaal misdrijven,2015  februari,313.0
27037,2015-04-30,Stadsdriehoek,Totaal misdrijven,2015 april,321.0
27038,2015-08-31,Stadsdriehoek,Totaal misdrijven,2015 augustus,308.0
27039,2015-12-31,Stadsdriehoek,Totaal misdrijven,2015 december,321.0
27040,2015-01-31,Stadsdriehoek,Totaal misdrijven,2015 januari,369.0
27041,2015-07-31,Stadsdriehoek,Totaal misdrijven,2015 juli,326.0
27042,2015-06-30,Stadsdriehoek,Totaal misdrijven,2015 juni,240.0
27043,2015-03-31,Stadsdriehoek,Totaal misdrijven,2015 maart,353.0
27044,2015-05-31,Stadsdriehoek,Totaal misdrijven,2015 mei,300.0
27045,2015-11-30,Stadsdriehoek,Totaal misdrijven,2015 november,308.0
27046,2015-10-31,Stadsdriehoek,Totaal misdrijven,2015 oktober,346.0
27047,2015-09-30,Stadsdriehoek,Totaal misdrijven,2015 september,334.0
27048,2016-02-29,Stadsdriehoek,Totaal misdrijven,2016  februari,323.0
27049,2016-04-30,Stadsdriehoek,Totaal misdrijven,2016 april,380.0
27050,2016-08-31,Stadsdriehoek,Totaal misdrijven,2016 augustus,307.0
27051,2016-12-31,Stadsdriehoek,Totaal misdrijven,2016 december,329.0
27052,2016-01-31,Stadsdriehoek,Totaal misdrijven,2016 januari,372.0
27053,2016-07-31,Stadsdriehoek,Totaal misdrijven,2016 juli,310.0
27054,2016-06-30,Stadsdriehoek,Totaal misdrijven,2016 juni,322.0
27055,2016-03-31,Stadsdriehoek,Totaal misdrijven,2016 maart,325.0
27056,2016-05-31,Stadsdriehoek,Totaal misdrijven,2016 mei,324.0
27057,2016-11-30,Stadsdriehoek,Totaal misdrijven,2016 november,389.0
27058,2016-10-31,Stadsdriehoek,Totaal misdrijven,2016 oktober,302.0
27059,2016-09-30,Stadsdriehoek,Totaal misdrijven,2016 september,279.0
27060,2017-04-30,Stadsdriehoek,Totaal misdrijven,2017 april,313.0
27061,2017-08-31,Stadsdriehoek,Totaal misdrijven,2017 augustus,321.0
27062,2017-12-31,Stadsdriehoek,Totaal misdrijven,2017 december,224.0
27063,2017-02-28,Stadsdriehoek,Totaal misdrijven,2017 februari,309.0
27064,2017-01-31,Stadsdriehoek,Totaal misdrijven,2017 januari,300.0
27065,2017-07-31,Stadsdriehoek,Totaal misdrijven,2017 juli,307.0
27066,2017-06-30,Stadsdriehoek,Totaal misdrijven,2017 juni,279.0
27067,2017-03-31,Stadsdriehoek,Totaal misdrijven,2017 maart,326.0
27068,2017-05-31,Stadsdriehoek,Totaal misdrijven,2017 mei,423.0
27069,2017-11-30,Stadsdriehoek,Totaal misdrijven,2017 november,264.0
27070,2017-10-31,Stadsdriehoek,Totaal misdrijven,2017 oktober,318.0
27071,2017-09-30,Stadsdriehoek,Totaal misdrijven,2017 september,305.0
27072,2018-04-30,Stadsdriehoek,Totaal misdrijven,2018 april,217.0
27073,2018-08-31,Stadsdriehoek,Totaal misdrijven,2018 augustus,239.0
27074,2018-12-31,Stadsdriehoek,Totaal misdrijven,2018 december,215.0
27075,2018-02-28,Stadsdriehoek,Totaal misdrijven,2018 februari,198.0
27076,2018-01-31,Stadsdriehoek,Totaal misdrijven,2018 januari ,252.0
27077,2018-07-31,Stadsdriehoek,Totaal misdrijven,2018 juli,279.0
27078,2018-06-30,Stadsdriehoek,Totaal misdrijven,2018 juni,259.0
27079,2018-03-31,Stadsdriehoek,Totaal misdrijven,2018 maart,227.0
27080,2018-05-31,Stadsdriehoek,Totaal misdrijven,2018 mei,248.0
27081,2018-11-30,Stadsdriehoek,Totaal misdrijven,2018 november,247.0
27082,2018-10-31,Stadsdriehoek,Totaal misdrijven,2018 oktober,273.0
27083,2018-09-30,Stadsdriehoek,Totaal misdrijven,2018 september,238.0
27084,2019-04-30,Stadsdriehoek,Totaal misdrijven,2019 april,247.0
27085,2019-08-31,Stadsdriehoek,Totaal misdrijven,2019 augustus,240.0
27086,2019-12-31,Stadsdriehoek,Totaal misdrijven,2019 december,241.0
27087,2019-02-28,Stadsdriehoek,Totaal misdrijven,2019 februari,210.0
27088,2019-01-31,Stadsdriehoek,Totaal misdrijven,2019 januari,200.0
27089,2019-07-31,Stadsdriehoek,Totaal misdrijven,2019 juli,275.0
27090,2019-06-30,Stadsdriehoek,Totaal misdrijven,2019 juni,245.0
27091,2019-03-31,Stadsdriehoek,Totaal misdrijven,2019 maart,222.0
27092,2019-05-31,Stadsdriehoek,Totaal misdrijven,2019 mei,242.0
27093,2019-11-30,Stadsdriehoek,Totaal misdrijven,2019 november,283.0
27094,2019-10-31,Stadsdriehoek,Totaal misdrijven,2019 oktober,266.0
27095,2019-09-30,Stadsdriehoek,Totaal misdrijven,2019 september,274.0
27096,2020-04-30,Stadsdriehoek,Totaal misdrijven,2020 april,113.0
27097,2020-08-31,Stadsdriehoek,Totaal misdrijven,2020 augustus,244.0
27098,2020-12-31,Stadsdriehoek,Totaal misdrijven,2020 december,179.0
27099,2020-02-29,Stadsdriehoek,Totaal misdrijven,2020 februari,249.0
27100,2020-01-31,Stadsdriehoek,Totaal misdrijven,2020 januari,257.0
27101,2020-07-31,Stadsdriehoek,Totaal misdrijven,2020 juli,239.0
27102,2020-06-30,Stadsdriehoek,Totaal misdrijven,2020 juni,214.0
27103,2020-03-31,Stadsdriehoek,Totaal misdrijven,2020 maart,201.0
27104,2020-05-31,Stadsdriehoek,Totaal misdrijven,2020 mei,159.0
27105,2020-11-30,Stadsdriehoek,Totaal misdrijven,2020 november,215.0
27106,2020-10-31,Stadsdriehoek,Totaal misdrijven,2020 oktober,293.0
27107,2020-09-30,Stadsdriehoek,Totaal misdrijven,2020 september,293.0
27108,2021-04-30,Stadsdriehoek,Totaal misdrijven,2021 april,141.0
27109,2021-08-31,Stadsdriehoek,Totaal misdrijven,2021 augustus,235.0
27110,2021-12-31,Stadsdriehoek,Totaal misdrijven,2021 december,261.0
27111,2021-02-28,Stadsdriehoek,Totaal misdrijven,2021 februari,141.0
27112,2021-01-31,Stadsdriehoek,Totaal misdrijven,2021 januari,154.0
27113,2021-07-31,Stadsdriehoek,Totaal misdrijven,2021 juli,276.0
27114,2021-06-30,Stadsdriehoek,Totaal misdrijven,2021 juni,235.0
27115,2021-03-31,Stadsdriehoek,Totaal misdrijven,2021 maart,172.0
27116,2021-05-31,Stadsdriehoek,Totaal misdrijven,2021 mei,202.0
27117,2021-11-30,Stadsdriehoek,Totaal misdrijven,2021 november,323.0
27118,2021-10-31,Stadsdriehoek,Totaal misdrijven,2021 oktober,265.0
27119,2021-09-30,Stadsdriehoek,Totaal misdrijven,2021 september,246.0
27120,2022-01-31,Stadsdriehoek,Totaal misdrijven,2022  januari,189.0
27121,2022-04-30,Stadsdriehoek,Totaal misdrijven,2022 april,271.0
27122,2022-02-28,Stadsdriehoek,Totaal misdrijven,2022 februari,326.0
27123,2022-03-31,Stadsdriehoek,Totaal misdrijven,2022 maart,246.0
27124,2022-05-31,Stadsdriehoek,Totaal misdrijven,2022 mei,305.0
27875,2012-04-30,Oude Westen,Totaal misdrijven,2012 april,127.0
27876,2012-08-31,Oude Westen,Totaal misdrijven,2012 augustus,88.0
27877,2012-12-31,Oude Westen,Totaal misdrijven,2012 december,77.0
27878,2012-02-29,Oude Westen,Totaal misdrijven,2012 februari,117.0
27879,2012-01-31,Oude Westen,Totaal misdrijven,2012 januari,144.0
27880,2012-07-31,Oude Westen,Totaal misdrijven,2012 juli,102.0
27881,2012-06-30,Oude Westen,Totaal misdrijven,2012 juni,100.0
27882,2012-03-31,Oude Westen,Totaal misdrijven,2012 maart,115.0
27883,2012-05-31,Oude Westen,Totaal misdrijven,2012 mei,128.0
27884,2012-11-30,Oude Westen,Totaal misdrijven,2012 november,115.0
27885,2012-10-31,Oude Westen,Totaal misdrijven,2012 oktober,104.0
27886,2012-09-30,Oude Westen,Totaal misdrijven,2012 september,102.0
27887,2013-04-30,Oude Westen,Totaal misdrijven,2013 april,120.0
27888,2013-08-31,Oude Westen,Totaal misdrijven,2013 augustus,91.0
27889,2013-12-31,Oude Westen,Totaal misdrijven,2013 december,94.0
27890,2013-02-28,Oude Westen,Totaal misdrijven,2013 februari,79.0
27891,2013-01-31,Oude Westen,Totaal misdrijven,2013 januari,121.0
27892,2013-07-31,Oude Westen,Totaal misdrijven,2013 juli,127.0
27893,2013-06-30,Oude Westen,Totaal misdrijven,2013 juni,110.0
27894,2013-03-31,Oude Westen,Totaal misdrijven,2013 maart,83.0
27895,2013-05-31,Oude Westen,Totaal misdrijven,2013 mei,79.0
27896,2013-11-30,Oude Westen,Totaal misdrijven,2013 november,113.0
27897,2013-10-31,Oude Westen,Totaal misdrijven,2013 oktober,130.0
27898,2013-09-30,Oude Westen,Totaal misdrijven,2013 september,112.0
27899,2014-02-28,Oude Westen,Totaal misdrijven,2014  februari,126.0
27900,2014-04-30,Oude Westen,Totaal misdrijven,2014 april,95.0
27901,2014-08-31,Oude Westen,Totaal misdrijven,2014 augustus,95.0
27902,2014-12-31,Oude Westen,Totaal misdrijven,2014 december,78.0
27903,2014-01-31,Oude Westen,Totaal misdrijven,2014 januari,108.0
27904,2014-07-31,Oude Westen,Totaal misdrijven,2014 juli,85.0
27905,2014-06-30,Oude Westen,Totaal misdrijven,2014 juni,93.0
27906,2014-03-31,Oude Westen,Totaal misdrijven,2014 maart,121.0
27907,2014-05-31,Oude Westen,Totaal misdrijven,2014 mei,110.0
27908,2014-11-30,Oude Westen,Totaal misdrijven,2014 november,114.0
27909,2014-10-31,Oude Westen,Totaal misdrijven,2014 oktober,91.0
27910,2014-09-30,Oude Westen,Totaal misdrijven,2014 september ,70.0
27911,2015-02-28,Oude Westen,Totaal misdrijven,2015  februari,128.0
27912,2015-04-30,Oude Westen,Totaal misdrijven,2015 april,93.0
27913,2015-08-31,Oude Westen,Totaal misdrijven,2015 augustus,89.0
27914,2015-12-31,Oude Westen,Totaal misdrijven,2015 december,138.0
27915,2015-01-31,Oude Westen,Totaal misdrijven,2015 januari,98.0
27916,2015-07-31,Oude Westen,Totaal misdrijven,2015 juli,100.0
27917,2015-06-30,Oude Westen,Totaal misdrijven,2015 juni,93.0
27918,2015-03-31,Oude Westen,Totaal misdrijven,2015 maart,92.0
27919,2015-05-31,Oude Westen,Totaal misdrijven,2015 mei,118.0
27920,2015-11-30,Oude Westen,Totaal misdrijven,2015 november,111.0
27921,2015-10-31,Oude Westen,Totaal misdrijven,2015 oktober,95.0
27922,2015-09-30,Oude Westen,Totaal misdrijven,2015 september,76.0
27923,2016-02-29,Oude Westen,Totaal misdrijven,2016  februari,92.0
27924,2016-04-30,Oude Westen,Totaal misdrijven,2016 april,95.0
27925,2016-08-31,Oude Westen,Totaal misdrijven,2016 augustus,90.0
27926,2016-12-31,Oude Westen,Totaal misdrijven,2016 december,98.0
27927,2016-01-31,Oude Westen,Totaal misdrijven,2016 januari,122.0
27928,2016-07-31,Oude Westen,Totaal misdrijven,2016 juli,83.0
27929,2016-06-30,Oude Westen,Totaal misdrijven,2016 juni,85.0
27930,2016-03-31,Oude Westen,Totaal misdrijven,2016 maart,70.0
27931,2016-05-31,Oude Westen,Totaal misdrijven,2016 mei,84.0
27932,2016-11-30,Oude Westen,Totaal misdrijven,2016 november,92.0
27933,2016-10-31,Oude Westen,Totaal misdrijven,2016 oktober,81.0
27934,2016-09-30,Oude Westen,Totaal misdrijven,2016 september,90.0
27935,2017-04-30,Oude Westen,Totaal misdrijven,2017 april,79.0
27936,2017-08-31,Oude Westen,Totaal misdrijven,2017 augustus,80.0
27937,2017-12-31,Oude Westen,Totaal misdrijven,2017 december,72.0
27938,2017-02-28,Oude Westen,Totaal misdrijven,2017 februari,66.0
27939,2017-01-31,Oude Westen,Totaal misdrijven,2017 januari,104.0
27940,2017-07-31,Oude Westen,Totaal misdrijven,2017 juli,83.0
27941,2017-06-30,Oude Westen,Totaal misdrijven,2017 juni,83.0
27942,2017-03-31,Oude Westen,Totaal misdrijven,2017 maart,78.0
