,Wijken en buurten,Soort misdrijf,Maand,Teststat,Totaal gemiddelde,Percentage verschil,P
15260,Zuidplein,1.4.5 Mishandeling,september,0.047290785266313626,0.10937588140035308,0.432369409606979,0.029
15289,Zuidplein,1.2.1 Diefstal uit/vanaf motorvoertuigen,februari,0.07185497113194556,0.08578049684835003,0.8376609342678072,0.002
15294,Zuidplein,1.2.1 Diefstal uit/vanaf motorvoertuigen,juli,0.05338194019295625,0.08738052315015224,0.6109134881376965,0.043
15334,Zuidplein,Openbare dronkenschap,november,-0.03473329002425118,0.06440367196763189,-0.5393060513957573,0.041
15339,Zuidplein,Overlast ivm alcohol/ drugs,april,0.05294907712057034,0.09553577136427815,0.5542329994769746,0.029
15373,Zuidplein,Totaal registraties overlast,februari,0.14373413942379454,0.5986744530960324,0.24008731069194034,0.039
15427,Zuidplein,Totaal misdrijven,augustus,-0.43267917738934925,2.970998776282424,-0.14563424961445315,0.027
15430,Zuidplein,Totaal misdrijven,november,0.46647132961062027,2.9032936021256375,0.16066970604319697,0.015
15446,Zuidplein,2.5.2 Winkeldiefstal,maart,0.18881466046515333,0.7554457972825124,0.24993806457638246,0.02
15454,Zuidplein,2.5.2 Winkeldiefstal,november,0.2602233929708902,0.7522791343703468,0.3459133466312283,0.004
15492,Feijenoord (Gebied),Geluidshinder horeca,januari,-0.05438783987482733,0.09103946457567338,-0.5974094875043925,0.017
15495,Feijenoord (Gebied),Geluidshinder horeca,april,-0.04488970221345274,0.0903442476679982,-0.49687393909588773,0.032
15498,Feijenoord (Gebied),Geluidshinder horeca,juli,0.09945523492208505,0.07796938671137975,1.2755677467393673,0.0
15505,Feijenoord (Gebied),Melding overlast jeugd,februari,-0.535822616158406,1.1849555061179091,-0.452187962663544,0.014
15508,Feijenoord (Gebied),Melding overlast jeugd,mei,0.4963537370207496,1.09436086620602,0.4535558172337899,0.018
15509,Feijenoord (Gebied),Melding overlast jeugd,juni,0.6362391360812739,1.0818469618678666,0.5881045642377856,0.006
15510,Feijenoord (Gebied),Melding overlast jeugd,juli,0.4775351934490082,1.0951951264952302,0.4360275003936369,0.023
15522,Feijenoord (Gebied),Geluidshinder overig,juli,0.5991231393841094,1.878556816459083,0.3189273457873927,0.006
15528,Feijenoord (Gebied),3.6.4 Aantasting openbare orde,januari,0.14762226295832842,0.09981570473304584,1.478948261229431,0.028
15541,Feijenoord (Gebied),1.4.5 Mishandeling,februari,-0.1850893729925988,1.0348906192065257,-0.17884921319946945,0.006
15552,Feijenoord (Gebied),2.2.1 Vernieling cq. zaakbeschadiging,januari,0.7491071189879254,1.4770460381997144,0.5071657210502176,0.0
15560,Feijenoord (Gebied),2.2.1 Vernieling cq. zaakbeschadiging,september,-0.34715688711239323,1.5704873320557409,-0.2210504217553737,0.015
15585,Feijenoord (Gebied),Overlast zwervers,oktober,0.11660523178876904,0.26081412304994067,0.44708173938280726,0.006
15611,Feijenoord (Gebied),1.4.6 Straatroof,december,0.07248828157244916,0.22063888198482207,0.32853811132634214,0.035
15621,Feijenoord (Gebied),1.2.5 Diefstal af/uit/van ov. voertuigen,oktober,0.12243321503610713,0.2227280752864737,0.5496981683994397,0.004
15624,Feijenoord (Gebied),1.4.3 Openlijk geweld (persoon),januari,0.06137840206920793,0.1479994419999599,0.4147204965085243,0.018
15634,Feijenoord (Gebied),1.4.3 Openlijk geweld (persoon),november,-0.07192794598801272,0.15917819872213654,-0.45187058633306343,0.009
15637,Feijenoord (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,februari,0.3555330237059936,1.5224323322209865,0.23352960665734646,0.021
15640,Feijenoord (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,mei,-0.32443623294928386,1.5840038923014257,-0.20482035083758854,0.047
15643,Feijenoord (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,augustus,-0.33925043563530777,1.5801152458549563,-0.2146998052991691,0.033
15645,Feijenoord (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,oktober,0.41999503812629496,1.5219404457446726,0.2759602317558456,0.008
15656,Feijenoord (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.4455653724722752,1.395643284742283,0.31925448095754105,0.01
15659,Feijenoord (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",december,-0.3753145280382334,1.4599939878026633,-0.25706580381409205,0.042
15662,Feijenoord (Gebied),3.1.1 Drugshandel,maart,0.11493223474636607,0.32087746647890114,0.35818107144623457,0.01
15671,Feijenoord (Gebied),3.1.1 Drugshandel,december,-0.12235271191750614,0.34074314018696666,-0.3590760825012379,0.005
15696,Feijenoord (Gebied),Overlast ivm alcohol/ drugs,januari,-0.28643148513358707,0.8677284649428028,-0.33009345285505587,0.009
15697,Feijenoord (Gebied),Overlast ivm alcohol/ drugs,februari,-0.2134736447584056,0.8608824619948091,-0.24797072095504347,0.039
15700,Feijenoord (Gebied),Overlast ivm alcohol/ drugs,mei,0.2318368489300751,0.8207318019839596,0.28247577146353353,0.023
15701,Feijenoord (Gebied),Overlast ivm alcohol/ drugs,juni,0.22125958013534242,0.8211211234522577,0.2694603436885121,0.04
15702,Feijenoord (Gebied),Overlast ivm alcohol/ drugs,juli,0.34167634511551115,0.8101645049872966,0.4217369966373292,0.001
15703,Feijenoord (Gebied),Overlast ivm alcohol/ drugs,augustus,0.23680531693138293,0.823642558570256,0.2875098117106143,0.026
15707,Feijenoord (Gebied),Overlast ivm alcohol/ drugs,december,-0.270525504377933,0.8616905321021007,-0.3139474025761707,0.016
15727,Feijenoord (Gebied),1.2.4 Zakkenrollerij,augustus,-0.14432764121306943,0.33704889845045594,-0.4282097994581777,0.002
15738,Feijenoord (Gebied),1.1.2 Diefstal/inbraak box/garage/schuur,juli,-0.13977889187293313,0.39726422443473974,-0.35185371164952506,0.014
15745,Feijenoord (Gebied),1.4.7 Overval,februari,0.0498604750829445,0.05800889877641821,0.8595314880070399,0.012
15746,Feijenoord (Gebied),1.4.7 Overval,maart,0.04684490039769852,0.058306506408324486,0.803424922591665,0.016
15751,Feijenoord (Gebied),1.4.7 Overval,augustus,-0.04055528165650523,0.06552803888732694,-0.6188996702043617,0.035
15757,Feijenoord (Gebied),Totaal registraties overlast,februari,-1.0427554586064045,5.985428253615129,-0.17421568088742734,0.04
15760,Feijenoord (Gebied),Totaal registraties overlast,mei,0.9771840140391407,5.800786177307023,0.16845716842002134,0.042
15761,Feijenoord (Gebied),Totaal registraties overlast,juni,1.294787467932917,5.7700483204290105,0.2243980285829994,0.012
15762,Feijenoord (Gebied),Totaal registraties overlast,juli,1.6057556031224096,5.739885176194677,0.27975395915270984,0.001
15804,Feijenoord (Gebied),Totaal misdrijven,januari,1.3230843828593717,17.580472669870367,0.07525874916474162,0.014
15811,Feijenoord (Gebied),Totaal misdrijven,augustus,-1.3561172120929874,17.8090376953002,-0.07614769732622129,0.017
15830,Feijenoord (Gebied),2.5.2 Winkeldiefstal,maart,0.12789650862809254,0.5245418417837006,0.24382517930920722,0.041
15852,Feijenoord (Gebied),1.1.1 Diefstal/inbraak woning,januari,0.43215173234063964,1.1307401171891414,0.3821848413894673,0.0
15856,Feijenoord (Gebied),1.1.1 Diefstal/inbraak woning,mei,-0.257065242749528,1.1955343329844685,-0.21502121324094803,0.029
15857,Feijenoord (Gebied),1.1.1 Diefstal/inbraak woning,juni,-0.2683559866737536,1.1977868357653363,-0.22404319254542915,0.023
15860,Feijenoord (Gebied),1.1.1 Diefstal/inbraak woning,september,-0.28450366549365447,1.1932473471405614,-0.23842807291834744,0.031
15863,Feijenoord (Gebied),1.1.1 Diefstal/inbraak woning,december,0.5602955257571499,1.1301741001963472,0.495760366177042,0.0
15864,Zestienhoven,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.037865441872768024,0.050111097716674775,0.7556298624080642,0.014
15868,Zestienhoven,2.2.1 Vernieling cq. zaakbeschadiging,mei,-0.03597923402974995,0.056507093267286555,-0.6367206654846512,0.023
15891,Zestienhoven,Overlast door verward persoon,april,-0.027541498814177265,0.033602104874783316,-0.8196361185351151,0.044
15928,Zestienhoven,Totaal misdrijven,mei,-0.12447110847069133,0.6594357487155037,-0.18875395929496552,0.046
15934,Zestienhoven,Totaal misdrijven,november,0.1258264405845051,0.6387365919623983,0.1969926917728746,0.044
15941,Liskwartier,Melding overlast jeugd,juni,0.059980049900363666,0.07335328343296968,0.8176873221383951,0.004
15954,Liskwartier,Geluidshinder overig,juli,0.06880333317226797,0.17753097767817194,0.38755677500404806,0.039
15960,Liskwartier,1.4.5 Mishandeling,januari,-0.026251238916173134,0.06144185475195021,-0.4272533604682548,0.04
15996,Liskwartier,1.2.2 Diefstal van motorvoertuigen,januari,0.02682133338513991,0.02889714168817386,0.9281656184049694,0.016
16006,Liskwartier,1.2.2 Diefstal van motorvoertuigen,november,-0.030270413062404165,0.03360374639573748,-0.9008047110557846,0.014
16021,Liskwartier,1.2.1 Diefstal uit/vanaf motorvoertuigen,februari,0.07216892225930045,0.16953096032628867,0.4256975960048839,0.041
16033,Liskwartier,"1.2.3 Diefstal van brom-, snor-, fietsen",februari,-0.11724499082674833,0.27185761957730825,-0.43127351372032197,0.009
16040,Liskwartier,"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.12840835224594957,0.2515916477540506,0.5103840027769053,0.01
16067,Liskwartier,Overlast door verward persoon,december,-0.05630496655941593,0.16563372770269325,-0.33993660192494957,0.045
16074,Liskwartier,Totaal registraties overlast,juli,0.16763426008113289,0.5268206007039385,0.31819989548081407,0.0
16079,Liskwartier,Totaal registraties overlast,december,-0.13818861984532177,0.5526459553712056,-0.25004909291791,0.016
16080,Liskwartier,3.9.1 Horizontale fraude,januari,0.04767938433109983,0.07346970087179513,0.6489666320310805,0.003
16089,Liskwartier,3.9.1 Horizontale fraude,oktober,0.04568595413979174,0.07366888456988567,0.6201526520528753,0.003
16092,Liskwartier,Totaal misdrijven,januari,0.2654044257275876,1.4794372190593075,0.17939553115768136,0.02
16099,Liskwartier,Totaal misdrijven,augustus,-0.2728345799512837,1.5244158367072704,-0.17897647963340824,0.017
16131,Liskwartier,1.1.1 Diefstal/inbraak woning,april,-0.030509999251129242,0.06384333258446254,-0.4778885752990033,0.037
16133,Liskwartier,1.1.1 Diefstal/inbraak woning,juni,0.030385103051092075,0.058670918791359085,0.5178903565349846,0.046
16141,Oud Mathenesse,Melding overlast jeugd,februari,-0.03510767134237659,0.05749907304412307,-0.6105780403700771,0.018
16142,Oud Mathenesse,Melding overlast jeugd,maart,-0.04035856712297971,0.057953875040868214,-0.6963911747837301,0.008
16145,Oud Mathenesse,Melding overlast jeugd,juni,0.03658972559283248,0.05128906228595535,0.7134021165922537,0.014
16164,Oud Mathenesse,1.4.5 Mishandeling,januari,-0.04617151863517556,0.10482254502813747,-0.4404731694196298,0.022
16181,Oud Mathenesse,2.2.1 Vernieling cq. zaakbeschadiging,juni,0.05190949579205363,0.13067406587505556,0.397244054850846,0.018
16221,Oud Mathenesse,1.2.5 Diefstal af/uit/van ov. voertuigen,oktober,0.033424648107629185,0.031091480924628857,1.0750420087308266,0.008
16238,Oud Mathenesse,"1.2.3 Diefstal van brom-, snor-, fietsen",maart,-0.0391191611119884,0.11243294410319071,-0.3479332630130625,0.02
16245,Oud Mathenesse,"1.2.3 Diefstal van brom-, snor-, fietsen",oktober,0.04270502702093358,0.10568206975325996,0.40408961634304363,0.019
16274,Oud Mathenesse,1.1.2 Diefstal/inbraak box/garage/schuur,maart,0.04521267971030159,0.03689875723984502,1.2253171405317356,0.009
16325,Oud Mathenesse,1.4.4 Bedreiging,juni,0.03580215972001864,0.05813723421937526,0.6158215161203342,0.022
16361,Oud Charlois,Melding overlast jeugd,juni,0.05358727842378258,0.12952338485929452,0.4137266678291043,0.048
16362,Oud Charlois,Melding overlast jeugd,juli,0.06545389870252742,0.1284203073657832,0.5096849559477634,0.01
16392,Oud Charlois,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.09667624974241999,0.27102993473865333,0.35669952780545167,0.015
16393,Oud Charlois,2.2.1 Vernieling cq. zaakbeschadiging,februari,0.09060825359907676,0.27160734149054516,0.3336001637578374,0.018
16410,Oud Charlois,Overlast zwervers,juli,0.049098317473379796,0.035436792568279654,1.3855180989864446,0.007
16411,Oud Charlois,Overlast zwervers,augustus,0.03774172723004758,0.03678817371809585,1.0259201100674016,0.027
16415,Oud Charlois,Overlast zwervers,december,-0.03296130598688997,0.04230237278068199,-0.7791833842933331,0.043
16421,Oud Charlois,1.2.2 Diefstal van motorvoertuigen,juni,-0.034385299567398483,0.05559742077951963,-0.6184693297870567,0.031
16425,Oud Charlois,1.2.2 Diefstal van motorvoertuigen,oktober,0.03742441178481222,0.04967236240873612,0.7534252443413121,0.019
16446,Oud Charlois,1.2.1 Diefstal uit/vanaf motorvoertuigen,juli,-0.10061259756750256,0.3328281195489971,-0.3022959649678607,0.029
16452,Oud Charlois,"1.2.3 Diefstal van brom-, snor-, fietsen",januari,-0.06919036713928549,0.20297988916712792,-0.3408730166480487,0.023
16453,Oud Charlois,"1.2.3 Diefstal van brom-, snor-, fietsen",februari,-0.06289889599956343,0.20238227660363373,-0.3107925113558788,0.036
16458,Oud Charlois,"1.2.3 Diefstal van brom-, snor-, fietsen",juli,0.0748495593783941,0.19018789806590436,0.3935558473465912,0.015
16482,Oud Charlois,Openbare dronkenschap,juli,0.024141754260468537,0.02864416949319714,0.8428156475684203,0.013
16489,Oud Charlois,Overlast ivm alcohol/ drugs,februari,-0.07464667531825485,0.10170559881349649,-0.733948535666545,0.0
16510,Oud Charlois,Overlast door verward persoon,november,0.08897669051172946,0.254772045817652,0.34924039733704837,0.048
16513,Oud Charlois,1.1.2 Diefstal/inbraak box/garage/schuur,februari,0.04696644660493381,0.0790971449758991,0.5937818187906083,0.028
16524,Oud Charlois,Totaal registraties overlast,januari,-0.20502412887318527,1.127358920055307,-0.18186233791730422,0.037
16525,Oud Charlois,Totaal registraties overlast,februari,-0.24952033042967417,1.130830552465703,-0.22065227180642688,0.01
16530,Oud Charlois,Totaal registraties overlast,juli,0.18266041961503396,1.0914857276192667,0.16735025936935544,0.043
16562,Oud Charlois,3.1.3 Wapenhandel,maart,0.03313009628551801,0.02845348142709195,1.1643600228818825,0.002
16579,Oud Charlois,Totaal misdrijven,augustus,-0.3383178659596902,2.691162273642807,-0.125714405732114,0.033
16584,Oud Charlois,1.4.4 Bedreiging,januari,0.06428407483369175,0.11399155419906447,0.5639371731122458,0.001
16590,Oud Charlois,1.4.4 Bedreiging,juli,0.04624024926893775,0.11566007477748491,0.3997943919532996,0.026
16608,Oud Charlois,1.1.1 Diefstal/inbraak woning,januari,0.08034313481761675,0.15169731100602582,0.5296279432034581,0.005
16619,Oud Charlois,1.1.1 Diefstal/inbraak woning,december,0.0690026797966175,0.15398498218298012,0.4481130485479534,0.018
16637,Nieuwe Werk,Geluidshinder overig,juni,0.07638036723227165,0.058806035167701345,1.2988525244807327,0.01
16640,Nieuwe Werk,Geluidshinder overig,september,0.06333429763908074,0.0605826217617096,1.0454202178339913,0.033
16647,Nieuwe Werk,1.4.5 Mishandeling,april,0.024940719241378976,0.026574432273772534,0.9385231257035758,0.014
16651,Nieuwe Werk,1.4.5 Mishandeling,augustus,-0.024187572407817125,0.030639185311042934,-0.7894326223843645,0.027
16677,Nieuwe Werk,Overlast zwervers,oktober,0.03867699062359797,0.04841978356995039,0.7987848720497202,0.011
16681,Nieuwe Werk,1.2.1 Diefstal uit/vanaf motorvoertuigen,februari,0.17389752442588924,0.19544864664441972,0.8897351166736986,0.019
16694,Nieuwe Werk,"1.2.3 Diefstal van brom-, snor-, fietsen",maart,-0.07271830920185413,0.10823593447198218,-0.6718499688352384,0.008
16699,Nieuwe Werk,"1.2.3 Diefstal van brom-, snor-, fietsen",augustus,0.06860640515318553,0.09655815284291368,0.7105190305866593,0.015
16700,Nieuwe Werk,"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.07785300217756032,0.09580454563769357,0.8126232597770355,0.007
16703,Nieuwe Werk,"1.2.3 Diefstal van brom-, snor-, fietsen",december,-0.05524352694047416,0.10620800120243946,-0.5201446813331545,0.042
16718,Nieuwe Werk,Totaal registraties overlast,maart,-0.1074965648160002,0.24148883269314023,-0.44514093516115527,0.023
16721,Nieuwe Werk,Totaal registraties overlast,juni,0.13674380888766605,0.21980733473244318,0.6221075791402282,0.001
16724,Nieuwe Werk,Totaal registraties overlast,september,0.10114701728964491,0.2241964458315961,0.4511535270528817,0.04
16760,Nieuwe Werk,Totaal misdrijven,september,0.24632503183416238,0.83293045273023,0.29573301231422544,0.008
16776,Heijplaat,Totaal misdrijven,januari,0.07027325654149401,0.1485276470298142,0.47313249719352224,0.007
16789,Hoogvliet (Gebied),Melding overlast jeugd,februari,-0.10530484509867134,0.28494623655913986,-0.3695603997802427,0.018
16794,Hoogvliet (Gebied),Melding overlast jeugd,juli,0.09932521209408428,0.2667240192076217,0.3723894547973505,0.041
16797,Hoogvliet (Gebied),Melding overlast jeugd,oktober,-0.1136034113787173,0.28457115331420113,-0.3992091610680065,0.021
16807,Hoogvliet (Gebied),Geluidshinder overig,augustus,0.2626863022858574,0.7625043970983906,0.34450463929844233,0.017
16810,Hoogvliet (Gebied),Geluidshinder overig,november,-0.24468342476128901,0.8017654944240039,-0.30518078722890407,0.028
16818,Hoogvliet (Gebied),1.4.5 Mishandeling,juli,0.077381075013382,0.26665940627334506,0.29018693206742086,0.013
16824,Hoogvliet (Gebied),2.2.1 Vernieling cq. zaakbeschadiging,januari,0.18347673868466252,0.6029356418644325,0.3043056769994641,0.035
16831,Hoogvliet (Gebied),2.2.1 Vernieling cq. zaakbeschadiging,augustus,-0.19792307273536416,0.6350031894525777,-0.31168831278782905,0.027
16843,Hoogvliet (Gebied),1.2.2 Diefstal van motorvoertuigen,augustus,-0.038273413954726526,0.07687169255578595,-0.49788696830047585,0.042
16876,Hoogvliet (Gebied),1.2.1 Diefstal uit/vanaf motorvoertuigen,mei,-0.09705438093713538,0.27765369659044625,-0.349551913512953,0.04
16892,Hoogvliet (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",september,0.13417898997483124,0.30310142006471275,0.4426867744340617,0.021
16895,Hoogvliet (Gebied),"1.2.3 Diefstal van brom-, snor-, fietsen",december,-0.11817506065662085,0.3236142405775332,-0.36517262171689835,0.027
16896,Hoogvliet (Gebied),3.1.1 Drugshandel,januari,0.04100179479911749,0.04697474479032529,0.8728476329596162,0.007
16907,Hoogvliet (Gebied),3.1.1 Drugshandel,december,-0.030333935005792644,0.05291458016708291,-0.5732623203285427,0.047
16926,Hoogvliet (Gebied),Overlast ivm alcohol/ drugs,juli,0.05626370196869985,0.072758022506306,0.7732989439593883,0.01
16956,Hoogvliet (Gebied),1.1.2 Diefstal/inbraak box/garage/schuur,januari,0.060063865966137636,0.06744779822864663,0.8905237464167826,0.009
16974,Hoogvliet (Gebied),Totaal registraties overlast,juli,0.4338920341426119,1.67410754240709,0.2591781132045716,0.024
16975,Hoogvliet (Gebied),Totaal registraties overlast,augustus,0.4398989369095042,1.6824071470901283,0.26146996443182524,0.036
17007,Hoogvliet (Gebied),3.1.3 Wapenhandel,april,0.026411615151498542,0.031164142424259023,0.8475001426940925,0.041
17023,Hoogvliet (Gebied),Totaal misdrijven,augustus,-0.6287783204449873,5.002791891501566,-0.12568548404204405,0.014
17024,Hoogvliet (Gebied),Totaal misdrijven,september,-0.5058264624662474,4.994768731865502,-0.10127124790366937,0.041
17026,Hoogvliet (Gebied),Totaal misdrijven,november,0.6253773178235543,4.909013746110517,0.1273936782758145,0.016
17039,Hoogvliet (Gebied),1.4.4 Bedreiging,december,-0.07390731256137265,0.2642298932065339,-0.27970836934639864,0.019
17043,Hoogvliet (Gebied),2.5.2 Winkeldiefstal,april,0.13665777777002894,0.2724331313208803,0.5016195244221935,0.002
17044,Hoogvliet (Gebied),2.5.2 Winkeldiefstal,mei,0.07875704140189825,0.27757773643767675,0.2837296766399031,0.035
17053,Hoogvliet (Gebied),1.1.1 Diefstal/inbraak woning,februari,0.13189723389945862,0.30528364849833173,0.43204814456408536,0.018
17055,Hoogvliet (Gebied),1.1.1 Diefstal/inbraak woning,april,-0.1384721454947952,0.3293812364038864,-0.42040083098419434,0.024
17062,Hoogvliet (Gebied),1.1.1 Diefstal/inbraak woning,november,0.1406009148982823,0.30662299221809824,0.458546548910703,0.021
17063,Hoogvliet (Gebied),1.1.1 Diefstal/inbraak woning,december,0.15698023052490978,0.30563962671860356,0.5136121654455441,0.009
17080,Oud IJsselmonde,Geluidshinder overig,mei,0.06520739541145355,0.09814656770613576,0.6643879346519117,0.003
17118,Oud IJsselmonde,1.2.2 Diefstal van motorvoertuigen,juli,-0.026581970795368812,0.044177278713257356,-0.601711367689828,0.047
17148,Oud IJsselmonde,"1.2.3 Diefstal van brom-, snor-, fietsen",januari,-0.06655190139281655,0.10174251722859377,-0.6541208454995133,0.024
17202,Oud IJsselmonde,1.2.4 Zakkenrollerij,juli,0.058162396785351886,0.033850350964673384,1.7182213811032812,0.006
17246,Oud IJsselmonde,2.5.1 Diefstal/inbraak bedrijven enz.,maart,0.03448990070571521,0.047621536244431384,0.7242500646910206,0.015
17257,Oud IJsselmonde,Totaal misdrijven,februari,0.29618057561953554,1.878930292918057,0.15763255121059072,0.028
17317,Charlois Zuidrand,Totaal registraties overlast,februari,-0.03482522442564851,0.07580645161290323,-0.45939657752983143,0.049
17329,Charlois Zuidrand,Totaal misdrijven,februari,0.10588967098283002,0.43465888023730065,0.24361557027207148,0.046
17344,Delfshaven,Melding overlast jeugd,mei,0.11495552904158249,0.0929286052190812,1.237030608288722,0.002
17345,Delfshaven,Melding overlast jeugd,juni,0.1056387329756207,0.09370724815567742,1.1273272351368306,0.007
17346,Delfshaven,Melding overlast jeugd,juli,0.10466959592472613,0.09376286550829145,1.116322494596437,0.008
17352,Delfshaven,Geluidshinder overig,januari,-0.10290787098105333,0.26862681304350217,-0.3830886046523887,0.029
17356,Delfshaven,Geluidshinder overig,mei,0.11984203725967801,0.24916073962859675,0.48098282834734163,0.012
17376,Delfshaven,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.06414717091239855,0.15806871711133164,0.4058182547734486,0.043
17383,Delfshaven,2.2.1 Vernieling cq. zaakbeschadiging,augustus,-0.06827209388203084,0.16912465032598525,-0.4036791428714702,0.029
17410,Delfshaven,1.2.2 Diefstal van motorvoertuigen,november,0.018706680375200947,0.02129331962479904,0.8785234385630698,0.028
17425,Delfshaven,"1.2.3 Diefstal van brom-, snor-, fietsen",februari,-0.10442314452325577,0.19757137560252142,-0.5285337726925414,0.002
17433,Delfshaven,"1.2.3 Diefstal van brom-, snor-, fietsen",oktober,0.06847802220438481,0.1831348810214217,0.37392124221477396,0.042
17437,Delfshaven,3.1.1 Drugshandel,februari,0.034029754079809696,0.023628105302187608,1.4402235661553044,0.002
17458,Delfshaven,Openbare dronkenschap,november,-0.025236022728993314,0.041540842875659324,-0.6074990535105451,0.045
17461,Delfshaven,Overlast ivm alcohol/ drugs,februari,0.04958836236992521,0.09122172784575454,0.5436025335298782,0.049
17471,Delfshaven,Overlast ivm alcohol/ drugs,december,-0.05313878691242428,0.09933743593365395,-0.5349321372449649,0.04
17488,Delfshaven,Totaal registraties overlast,mei,0.2762868441783713,0.827778379005317,0.33376909953889555,0.009
17489,Delfshaven,Totaal registraties overlast,juni,0.22321703517140984,0.8317364805996812,0.26837470806915964,0.025
17494,Delfshaven,Totaal registraties overlast,november,-0.27398762459199977,0.8733455705090858,-0.31372189181916665,0.023
17510,Delfshaven,2.5.1 Diefstal/inbraak bedrijven enz.,maart,0.03453502805608594,0.027048549656524028,1.2767792911127933,0.011
17511,Delfshaven,2.5.1 Diefstal/inbraak bedrijven enz.,april,0.026829496657562322,0.027715957887892204,0.9680162152823468,0.017
17527,Delfshaven,Totaal misdrijven,augustus,-0.20633155004678924,1.5103573680881786,-0.13661107920966098,0.021
17542,Delfshaven,1.4.4 Bedreiging,november,-0.038236257813102456,0.09538744944751619,-0.4008520831049236,0.042
17544,Delfshaven,1.1.1 Diefstal/inbraak woning,januari,0.03984913471387909,0.06315802451547144,0.63094333648953,0.021
17572,Maasvlakte,Totaal misdrijven,mei,0.1430749002784062,0.39868171348935405,0.3588699843446086,0.02
17587,Kleinpolder,Melding overlast jeugd,augustus,0.0682678895693356,0.0833450136564708,0.8190998666185396,0.007
17595,Kleinpolder,Geluidshinder overig,april,-0.10062831460409231,0.24305255702833478,-0.4140187448937688,0.032
17616,Kleinpolder,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.06267117342402143,0.10448425179591993,0.5998145399598749,0.006
17658,Kleinpolder,1.2.1 Diefstal uit/vanaf motorvoertuigen,juli,-0.08332344486131862,0.22934703492842815,-0.36330726877424513,0.016
17675,Kleinpolder,"1.2.3 Diefstal van brom-, snor-, fietsen",december,-0.041076753757510145,0.08301223762847791,-0.49482768963956325,0.025
17709,Kleinpolder,1.1.2 Diefstal/inbraak box/garage/schuur,oktober,0.07239828724812039,0.03082751920349249,2.3484954066598487,0.0
17711,Kleinpolder,1.1.2 Diefstal/inbraak box/garage/schuur,december,-0.032647204894145944,0.039098817797371725,-0.8349921233766954,0.026
17733,Kleinpolder,3.9.1 Horizontale fraude,oktober,0.04919797378084362,0.07015686492883379,0.7012567313369746,0.006
17756,Kleinpolder,Totaal misdrijven,september,-0.2545592047510846,1.3733697460616259,-0.18535372974472253,0.014
17757,Kleinpolder,Totaal misdrijven,oktober,0.2463618962506615,1.3342832650396608,0.18463987573383722,0.016
17767,Kleinpolder,1.4.4 Bedreiging,augustus,0.05844399081329002,0.057685041444774446,1.013156779461486,0.002
17794,Kleinpolder,1.1.1 Diefstal/inbraak woning,november,0.05648120531880262,0.09164442651650666,0.6163081320458634,0.023
17797,Hillesluis,Melding overlast jeugd,februari,-0.07909936455368882,0.14268631813125704,-0.5543584387742444,0.017
17817,Hillesluis,Geluidshinder overig,oktober,-0.08799577425828817,0.2589635161937721,-0.33979988977460607,0.047
17832,Hillesluis,2.2.1 Vernieling cq. zaakbeschadiging,januari,0.29209155707444034,0.2473892493209935,1.1806962423635659,0.0
17855,Hillesluis,Overlast zwervers,december,0.04484229979224417,0.04225447440130419,1.061243819207466,0.006
17913,Hillesluis,1.2.1 Diefstal uit/vanaf motorvoertuigen,oktober,0.07991174565145644,0.17170115757435025,0.4654118049079137,0.03
17925,Hillesluis,"1.2.3 Diefstal van brom-, snor-, fietsen",oktober,0.06886283905193805,0.16339522546419105,0.42144951822371146,0.045
17951,Hillesluis,Openbare dronkenschap,december,0.026579163842790084,0.03793696518946795,0.7006138659232812,0.031
17957,Hillesluis,Overlast ivm alcohol/ drugs,juni,0.06853084925639999,0.12407870631663352,0.5523175675407004,0.005
17959,Hillesluis,Overlast ivm alcohol/ drugs,augustus,0.0561515681051791,0.12581206541162052,0.44631306164053086,0.032
17963,Hillesluis,Overlast ivm alcohol/ drugs,december,-0.06553693410901008,0.135186203818017,-0.4847901062244018,0.011
17969,Hillesluis,Overlast door verward persoon,juni,0.08197068224948822,0.19240256917465318,0.42603735803069975,0.024
17985,Hillesluis,1.2.4 Zakkenrollerij,oktober,0.02755865853752395,0.046634889849572786,0.5909450762383739,0.03
17990,Hillesluis,1.1.2 Diefstal/inbraak box/garage/schuur,maart,0.05527549182741973,0.06390917841571819,0.8649069382157,0.023
18005,Hillesluis,Totaal registraties overlast,juni,0.23388081638867955,0.8031649150396993,0.2911989953857972,0.009
18006,Hillesluis,Totaal registraties overlast,juli,0.20238598567249172,0.8055286525257949,0.2512461661517509,0.017
